id,created_at,month,text,sentiment,sent_label,is_negative,topic_id,topic_weight
2000037,2024-08-01 13:32:00,2024-08-01,Math puzzles are the best brain exercise,positive,positive,0,7,0.8222011
2000038,2021-01-30 09:21:00,2021-01-01,"Failed my math test again, so frustrated",negative,negative,1,7,0.7037036
2000039,2023-08-28 11:34:00,2023-08-01,Proud of my progress in math class,positive,positive,0,1,0.777771
2000040,2021-12-13 02:32:00,2021-12-01,Reviewing geometry notes,neutral,neutral,0,8,0.7777771
2000041,2022-03-21 11:09:00,2022-03-01,Working on some algebra problems,neutral,neutral,0,4,0.77775854
2000042,2022-01-01 14:03:00,2022-01-01,Math anxiety is ruining my grades,negative,negative,1,2,0.7777774
2000043,2024-11-23 05:39:00,2024-11-01,I can't handle these equations anymore,negative,negative,1,4,0.82222164
2000044,2021-03-20 23:40:00,2021-03-01,Math club meets today,neutral,neutral,0,0,0.77777743
2000045,2021-04-14 11:58:00,2021-04-01,I can't handle these equations anymore,negative,negative,1,4,0.8222216
2000046,2021-02-14 05:35:00,2021-02-01,This math homework is giving me a headache,negative,negative,1,3,0.77777743
2000047,2023-12-21 03:47:00,2023-12-01,Math class is scheduled at 2pm,neutral,neutral,0,8,0.7036807
2000048,2023-10-25 17:44:00,2023-10-01,Practicing some math exercises,neutral,neutral,0,5,0.70369947
2000049,2024-11-15 03:27:00,2024-11-01,Reviewing geometry notes,neutral,neutral,0,8,0.7777771
2000050,2021-07-06 16:21:00,2021-07-01,I can't handle these equations anymore,negative,negative,1,4,0.8222215
2000051,2021-01-17 19:55:00,2021-01-01,Scored 100% on my algebra test!,positive,positive,0,2,0.7036779
2000052,2021-09-30 02:43:00,2021-09-01,Had a great study session with friends for math,positive,positive,0,8,0.8222148
2000053,2023-07-24 00:16:00,2023-07-01,Panic sets in every time I open my math textbook,negative,negative,1,6,0.87301576
2000054,2024-12-07 22:18:00,2024-12-01,"Failed my math test again, so frustrated",negative,negative,1,7,0.7037036
2000055,2024-12-30 14:36:00,2024-12-01,Scored 100% on my algebra test!,positive,positive,0,2,0.703677
2000056,2024-10-07 08:12:00,2024-10-01,Proud of my progress in math class,positive,positive,0,1,0.7777697
2000057,2022-06-10 19:43:00,2022-06-01,"Failed my math test again, so frustrated",negative,negative,1,7,0.7037036
2000058,2024-09-25 12:23:00,2024-09-01,Statistics can actually be fun,positive,positive,0,8,0.77769166
2000059,2023-10-13 21:10:00,2023-10-01,Math puzzles are the best brain exercise,positive,positive,0,7,0.8222015
2000060,2022-08-30 01:33:00,2022-08-01,Studying math for tomorrow's class,neutral,neutral,0,8,0.77776796
2000061,2021-10-09 08:39:00,2021-10-01,Practicing some math exercises,neutral,neutral,0,5,0.703698
2000062,2023-03-28 06:03:00,2023-03-01,"Failed my math test again, so frustrated",negative,negative,1,7,0.7037036
2000063,2024-11-26 08:33:00,2024-11-01,I can't handle these equations anymore,negative,negative,1,4,0.8222216
2000064,2022-01-23 13:16:00,2022-01-01,Practicing some math exercises,neutral,neutral,0,5,0.70369947
2000065,2022-04-03 03:33:00,2022-04-01,Math anxiety is ruining my grades,negative,negative,1,2,0.7777774
2000066,2024-04-05 05:07:00,2024-04-01,"Failed my math test again, so frustrated",negative,negative,1,7,0.7037036
2000067,2024-12-24 02:29:00,2024-12-01,Completely lost in statistics class,negative,negative,1,1,0.82220703
2000068,2021-09-02 02:01:00,2021-09-01,"Failed my math test again, so frustrated",negative,negative,1,7,0.7037036
2000069,2024-03-18 14:35:00,2024-03-01,Why is trigonometry so hard?,negative,negative,1,0,0.7777777
2000070,2021-11-28 02:38:00,2021-11-01,Completely lost in statistics class,negative,negative,1,1,0.8222072
2000071,2024-09-18 10:58:00,2024-09-01,Solved 5 problems in my math workbook,neutral,neutral,0,6,0.77775717
2000072,2021-05-19 23:51:00,2021-05-01,Reviewing geometry notes,neutral,neutral,0,8,0.77777714
2000073,2021-05-30 14:40:00,2021-05-01,Why is trigonometry so hard?,negative,negative,1,0,0.7777777
2000074,2022-11-18 23:11:00,2022-11-01,"Failed my math test again, so frustrated",negative,negative,1,7,0.7037036
2000075,2023-03-31 11:40:00,2023-03-01,This math homework is giving me a headache,negative,negative,1,3,0.77777743
2000076,2023-03-25 14:12:00,2023-03-01,Scored 100% on my algebra test!,positive,positive,0,2,0.70368016
2000077,2021-07-13 18:05:00,2021-07-01,Attending a calculus lecture this afternoon,neutral,neutral,0,3,0.85185164
2000078,2024-05-16 05:52:00,2024-05-01,My brain freezes when I see math problems,negative,negative,1,7,0.777756
2000079,2021-10-04 17:32:00,2021-10-01,"Failed my math test again, so frustrated",negative,negative,1,7,0.7037036
2000080,2023-05-30 05:03:00,2023-05-01,"Failed my math test again, so frustrated",negative,negative,1,7,0.7037036
2000081,2021-05-05 03:15:00,2021-05-01,This math homework is giving me a headache,negative,negative,1,3,0.77777743
2000082,2022-12-24 20:03:00,2022-12-01,Math anxiety is ruining my grades,negative,negative,1,2,0.7777774
2000083,2024-07-07 03:54:00,2024-07-01,Feeling confident for my math exam,positive,positive,0,2,0.703698
2000084,2024-10-10 11:07:00,2024-10-01,Proud of my progress in math class,positive,positive,0,1,0.7777706
2000085,2021-02-27 16:13:00,2021-02-01,"Failed my math test again, so frustrated",negative,negative,1,7,0.7037036
2000086,2023-04-17 17:29:00,2023-04-01,Going over my statistics assignment,neutral,neutral,0,5,0.7036933
2000087,2023-01-31 09:28:00,2023-01-01,Math anxiety is ruining my grades,negative,negative,1,2,0.77777743
2000088,2024-10-04 14:42:00,2024-10-01,Attending a calculus lecture this afternoon,neutral,neutral,0,3,0.85185164
2000089,2021-10-13 17:37:00,2021-10-01,Going over my statistics assignment,neutral,neutral,0,5,0.7036934
2000090,2024-12-28 17:22:00,2024-12-01,Studying math for tomorrow's class,neutral,neutral,0,8,0.77776796
2000091,2022-12-22 22:32:00,2022-12-01,Proud of my progress in math class,positive,positive,0,1,0.77777076
2000092,2022-09-07 01:52:00,2022-09-01,Math is challenging but I love it,positive,positive,0,0,0.70370215
2000093,2023-05-22 08:12:00,2023-05-01,Enjoying solving complex equations,positive,positive,0,1,0.8221417
2000094,2021-08-20 04:59:00,2021-08-01,Solved 5 problems in my math workbook,neutral,neutral,0,6,0.77775985
2000095,2022-01-24 13:39:00,2022-01-01,Math club meets today,neutral,neutral,0,0,0.77777743
2000096,2021-09-28 17:46:00,2021-09-01,Solved 5 problems in my math workbook,neutral,neutral,0,6,0.77776
2000097,2021-09-23 20:30:00,2021-09-01,"Failed my math test again, so frustrated",negative,negative,1,7,0.7037036
2000098,2023-03-25 13:10:00,2023-03-01,Scored 100% on my algebra test!,positive,positive,0,2,0.70368016
2000099,2021-05-13 01:48:00,2021-05-01,Solved 5 problems in my math workbook,neutral,neutral,0,6,0.7777606
2000100,2021-05-25 04:17:00,2021-05-01,My brain freezes when I see math problems,negative,negative,1,7,0.77775455
2000101,2024-08-03 01:07:00,2024-08-01,Math class is scheduled at 2pm,neutral,neutral,0,8,0.70368254
2000102,2022-06-04 10:00:00,2022-06-01,Why is trigonometry so hard?,negative,negative,1,0,0.7777777
2000103,2022-11-05 16:56:00,2022-11-01,Finally understood calculus and feeling great!,positive,positive,0,3,0.85183907
2000104,2022-09-18 15:09:00,2022-09-01,Completely lost in statistics class,negative,negative,1,1,0.82220703
2000105,2022-07-21 00:47:00,2022-07-01,Reviewing geometry notes,neutral,neutral,0,8,0.7777771
2000106,2024-04-09 03:19:00,2024-04-01,This math homework is giving me a headache,negative,negative,1,3,0.77777743
2000107,2024-11-28 15:35:00,2024-11-01,Why is trigonometry so hard?,negative,negative,1,0,0.7777777
2000108,2021-05-14 11:28:00,2021-05-01,Working on some algebra problems,neutral,neutral,0,4,0.7777583
2000109,2023-04-24 06:46:00,2023-04-01,I can't handle these equations anymore,negative,negative,1,4,0.82222164
2000110,2023-12-31 19:28:00,2023-12-01,Reviewing geometry notes,neutral,neutral,0,8,0.7777771
2000111,2024-07-20 06:09:00,2024-07-01,Working on some algebra problems,neutral,neutral,0,4,0.77775896
2000112,2021-10-04 01:13:00,2021-10-01,Going over my statistics assignment,neutral,neutral,0,5,0.7036934
2000113,2022-05-29 18:30:00,2022-05-01,Completely lost in statistics class,negative,negative,1,1,0.822207
2000114,2024-05-09 19:16:00,2024-05-01,Math anxiety is ruining my grades,negative,negative,1,2,0.7777774
2000115,2024-07-26 01:02:00,2024-07-01,Statistics can actually be fun,positive,positive,0,8,0.77767223
2000116,2023-10-11 06:13:00,2023-10-01,Solved 5 problems in my math workbook,neutral,neutral,0,6,0.77775985
2000117,2021-07-01 19:58:00,2021-07-01,I can't handle these equations anymore,negative,negative,1,4,0.8222216
2000118,2023-11-28 09:32:00,2023-11-01,I hate calculus so much,negative,negative,1,3,0.70370346
2000119,2022-06-15 14:29:00,2022-06-01,Math club meets today,neutral,neutral,0,0,0.77777743
2000120,2023-07-19 20:21:00,2023-07-01,Completely lost in statistics class,negative,negative,1,1,0.822207
2000121,2023-10-18 19:20:00,2023-10-01,Enjoying solving complex equations,positive,positive,0,1,0.82214093
2000122,2024-03-18 12:54:00,2024-03-01,Studying math for tomorrow's class,neutral,neutral,0,8,0.77776796
2000123,2023-10-17 22:24:00,2023-10-01,I can't handle these equations anymore,negative,negative,1,4,0.8222215
2000124,2024-11-29 02:51:00,2024-11-01,Math anxiety is ruining my grades,negative,negative,1,2,0.7777774
2000125,2024-12-05 01:32:00,2024-12-01,I hate calculus so much,negative,negative,1,3,0.70370346
2000126,2023-08-31 05:43:00,2023-08-01,"Failed my math test again, so frustrated",negative,negative,1,7,0.7037036
2000127,2021-01-29 16:16:00,2021-01-01,"Failed my math test again, so frustrated",negative,negative,1,7,0.7037036
2000128,2024-10-31 13:48:00,2024-10-01,Practicing some math exercises,neutral,neutral,0,5,0.7036994
2000129,2024-10-15 06:36:00,2024-10-01,Finally understood calculus and feeling great!,positive,positive,0,3,0.8518391
2000130,2021-10-09 10:33:00,2021-10-01,My brain freezes when I see math problems,negative,negative,1,7,0.7777544
2000131,2021-07-22 02:35:00,2021-07-01,Completely lost in statistics class,negative,negative,1,1,0.8222072
2000132,2022-04-19 04:52:00,2022-04-01,Going over my statistics assignment,neutral,neutral,0,5,0.70369333
2000133,2022-07-14 09:50:00,2022-07-01,Learning about derivatives and integrals,neutral,neutral,0,2,0.7777773
2000134,2022-03-03 03:24:00,2022-03-01,Studying math for tomorrow's class,neutral,neutral,0,8,0.77776796
2000135,2022-01-30 13:14:00,2022-01-01,Practicing some math exercises,neutral,neutral,0,5,0.70369947
2000136,2023-03-14 03:02:00,2023-03-01,Statistics can actually be fun,positive,positive,0,8,0.7776924
2000137,2022-01-08 21:53:00,2022-01-01,Why is trigonometry so hard?,negative,negative,1,0,0.7777777
2000138,2024-09-17 08:52:00,2024-09-01,Finally understood calculus and feeling great!,positive,positive,0,3,0.85183877
2000139,2022-04-06 06:44:00,2022-04-01,Why is trigonometry so hard?,negative,negative,1,0,0.7777777
2000140,2023-01-03 15:06:00,2023-01-01,Math anxiety is ruining my grades,negative,negative,1,2,0.77777743
2000141,2024-11-05 12:09:00,2024-11-01,Math puzzles are the best brain exercise,positive,positive,0,7,0.8222012
2000142,2022-12-11 11:09:00,2022-12-01,Studying math for tomorrow's class,neutral,neutral,0,8,0.7777645
2000143,2024-10-24 04:28:00,2024-10-01,I hate calculus so much,negative,negative,1,3,0.70370346
2000144,2022-05-10 17:49:00,2022-05-01,Had a great study session with friends for math,positive,positive,0,8,0.8222151
2000145,2021-03-24 13:54:00,2021-03-01,I can't handle these equations anymore,negative,negative,1,4,0.8222216
2000146,2022-08-16 07:56:00,2022-08-01,Reviewing geometry notes,neutral,neutral,0,8,0.7777771
2000147,2024-10-25 00:20:00,2024-10-01,Working on some algebra problems,neutral,neutral,0,4,0.77775776
2000148,2023-01-28 16:38:00,2023-01-01,Math anxiety is ruining my grades,negative,negative,1,2,0.77777743
2000149,2022-09-15 22:28:00,2022-09-01,Completely lost in statistics class,negative,negative,1,1,0.82220715
2000150,2021-01-07 19:45:00,2021-01-01,Working on some algebra problems,neutral,neutral,0,4,0.7777585
2000151,2021-07-28 07:09:00,2021-07-01,Math anxiety is ruining my grades,negative,negative,1,2,0.7777774
2000152,2023-04-02 15:55:00,2023-04-01,Feeling stressed before my algebra exam,negative,negative,1,2,0.82221335
2000153,2021-06-18 11:39:00,2021-06-01,Enjoying solving complex equations,positive,positive,0,1,0.8221415
2000154,2024-12-25 02:31:00,2024-12-01,Why is trigonometry so hard?,negative,negative,1,0,0.7777777
2000155,2024-10-07 14:51:00,2024-10-01,"Failed my math test again, so frustrated",negative,negative,1,7,0.7037036
2000156,2022-01-06 03:42:00,2022-01-01,Solved 5 problems in my math workbook,neutral,neutral,0,6,0.7777598
2000157,2021-05-02 14:24:00,2021-05-01,Completely lost in statistics class,negative,negative,1,1,0.82220703
2000158,2022-10-27 19:26:00,2022-10-01,"Failed my math test again, so frustrated",negative,negative,1,7,0.7037036
2000159,2024-01-10 06:09:00,2024-01-01,Panic sets in every time I open my math textbook,negative,negative,1,6,0.87301576
2000160,2022-05-22 02:10:00,2022-05-01,Scored 100% on my algebra test!,positive,positive,0,2,0.70367897
2000161,2023-05-05 04:30:00,2023-05-01,Panic sets in every time I open my math textbook,negative,negative,1,6,0.8730157
2000162,2024-07-13 17:40:00,2024-07-01,Working on some algebra problems,neutral,neutral,0,4,0.77775836
2000163,2022-08-21 16:19:00,2022-08-01,Feeling confident for my math exam,positive,positive,0,2,0.7036979
2000164,2023-10-28 23:21:00,2023-10-01,Math anxiety is ruining my grades,negative,negative,1,2,0.7777774
2000165,2024-05-19 22:29:00,2024-05-01,Learning about derivatives and integrals,neutral,neutral,0,2,0.7777773
2000166,2024-04-18 22:11:00,2024-04-01,This math homework is giving me a headache,negative,negative,1,3,0.77777743
2000167,2021-01-16 10:41:00,2021-01-01,Had a great study session with friends for math,positive,positive,0,8,0.8222146
2000168,2022-12-01 19:19:00,2022-12-01,My brain freezes when I see math problems,negative,negative,1,7,0.7777541
2000169,2024-08-03 13:52:00,2024-08-01,Math anxiety is ruining my grades,negative,negative,1,2,0.7777774
2000170,2023-07-21 17:46:00,2023-07-01,Feeling stressed before my algebra exam,negative,negative,1,2,0.8222124
2000171,2023-03-08 01:47:00,2023-03-01,I can't handle these equations anymore,negative,negative,1,4,0.8222216
2000172,2023-06-23 05:07:00,2023-06-01,Completely lost in statistics class,negative,negative,1,1,0.82220703
2000173,2023-10-03 12:57:00,2023-10-01,I hate calculus so much,negative,negative,1,3,0.70370346
2000174,2021-02-16 15:32:00,2021-02-01,Math anxiety is ruining my grades,negative,negative,1,2,0.7777774
2000175,2023-02-23 09:34:00,2023-02-01,Practicing some math exercises,neutral,neutral,0,5,0.70369947
2000176,2024-03-04 23:46:00,2024-03-01,Studying math for tomorrow's class,neutral,neutral,0,8,0.77776796
2000177,2023-06-09 09:26:00,2023-06-01,Learning about derivatives and integrals,neutral,neutral,0,2,0.7777773
2000178,2023-10-02 07:04:00,2023-10-01,I can't handle these equations anymore,negative,negative,1,4,0.82222164
2000179,2024-10-03 20:53:00,2024-10-01,Panic sets in every time I open my math textbook,negative,negative,1,6,0.8730157
2000180,2023-06-01 13:33:00,2023-06-01,Working on some algebra problems,neutral,neutral,0,4,0.7777586
2000181,2023-08-01 15:14:00,2023-08-01,Proud of my progress in math class,positive,positive,0,1,0.77777094
2000182,2024-09-15 09:40:00,2024-09-01,Panic sets in every time I open my math textbook,negative,negative,1,6,0.87301576
2000183,2023-08-05 07:31:00,2023-08-01,Practicing some math exercises,neutral,neutral,0,5,0.70369834
2000184,2022-11-17 20:15:00,2022-11-01,I can't handle these equations anymore,negative,negative,1,4,0.8222216
2000185,2023-07-03 15:00:00,2023-07-01,Why is trigonometry so hard?,negative,negative,1,0,0.7777777
2000186,2024-03-01 08:43:00,2024-03-01,Panic sets in every time I open my math textbook,negative,negative,1,6,0.87301576
2000187,2023-04-24 21:23:00,2023-04-01,Enjoying solving complex equations,positive,positive,0,1,0.8221408
2000188,2021-12-28 11:19:00,2021-12-01,"Failed my math test again, so frustrated",negative,negative,1,7,0.7037036
2000189,2021-02-08 06:11:00,2021-02-01,Feeling stressed before my algebra exam,negative,negative,1,2,0.82221305
2000190,2024-09-13 21:13:00,2024-09-01,Why is trigonometry so hard?,negative,negative,1,0,0.7777777
2000191,2021-03-09 13:43:00,2021-03-01,Finally understood calculus and feeling great!,positive,positive,0,3,0.85183954
2000192,2024-07-04 18:13:00,2024-07-01,Panic sets in every time I open my math textbook,negative,negative,1,6,0.87301576
2000193,2024-10-04 20:27:00,2024-10-01,My brain freezes when I see math problems,negative,negative,1,7,0.777755
2000194,2021-05-16 01:07:00,2021-05-01,Completely lost in statistics class,negative,negative,1,1,0.8222072
2000195,2021-01-10 01:36:00,2021-01-01,Attending a calculus lecture this afternoon,neutral,neutral,0,3,0.85185164
2000196,2023-03-28 15:01:00,2023-03-01,Feeling stressed before my algebra exam,negative,negative,1,2,0.8222145
2000197,2024-10-31 19:33:00,2024-10-01,"Failed my math test again, so frustrated",negative,negative,1,7,0.7037036
2000198,2024-04-29 13:02:00,2024-04-01,Math puzzles are the best brain exercise,positive,positive,0,7,0.82220143
2000199,2023-07-20 11:42:00,2023-07-01,I can't handle these equations anymore,negative,negative,1,4,0.8222216
2000200,2022-08-26 16:06:00,2022-08-01,Math class is scheduled at 2pm,neutral,neutral,0,8,0.7036822
2000201,2022-06-30 00:34:00,2022-06-01,Math is challenging but I love it,positive,positive,0,0,0.7037022
2000202,2022-10-09 17:18:00,2022-10-01,I can't handle these equations anymore,negative,negative,1,4,0.8222216
2000203,2022-10-20 18:00:00,2022-10-01,Had a great study session with friends for math,positive,positive,0,8,0.8222157
2000204,2022-10-15 11:15:00,2022-10-01,My brain freezes when I see math problems,negative,negative,1,7,0.77775496
2000205,2021-06-24 18:53:00,2021-06-01,Proud of my progress in math class,positive,positive,0,1,0.7777709
2000206,2024-02-21 10:46:00,2024-02-01,Learning about derivatives and integrals,neutral,neutral,0,2,0.7777773
2000207,2023-06-20 23:18:00,2023-06-01,Learning about derivatives and integrals,neutral,neutral,0,2,0.7777773
2000208,2022-07-17 08:45:00,2022-07-01,Math puzzles are the best brain exercise,positive,positive,0,7,0.8222016
2000209,2022-03-22 03:01:00,2022-03-01,Working on some algebra problems,neutral,neutral,0,4,0.7777589
2000210,2021-05-19 11:04:00,2021-05-01,Scored 100% on my algebra test!,positive,positive,0,2,0.7036786
2000211,2024-04-15 23:54:00,2024-04-01,Feeling confident for my math exam,positive,positive,0,2,0.7036979
2000212,2022-09-18 16:35:00,2022-09-01,Math club meets today,neutral,neutral,0,0,0.77777743
2000213,2021-07-04 08:34:00,2021-07-01,Statistics can actually be fun,positive,positive,0,8,0.7776932
2000214,2024-02-27 14:11:00,2024-02-01,Studying math for tomorrow's class,neutral,neutral,0,8,0.77776796
2000215,2023-01-16 21:34:00,2023-01-01,Proud of my progress in math class,positive,positive,0,1,0.7777709
2000216,2023-06-07 18:05:00,2023-06-01,Learning about derivatives and integrals,neutral,neutral,0,2,0.7777773
2000217,2023-03-09 15:18:00,2023-03-01,I hate calculus so much,negative,negative,1,3,0.70370346
2000218,2022-05-05 17:29:00,2022-05-01,Math puzzles are the best brain exercise,positive,positive,0,7,0.82220113
2000219,2023-10-31 03:51:00,2023-10-01,Feeling stressed before my algebra exam,negative,negative,1,2,0.8222145
2000220,2024-03-11 16:12:00,2024-03-01,Enjoying solving complex equations,positive,positive,0,1,0.8221406
2000221,2022-04-24 00:17:00,2022-04-01,Math anxiety is ruining my grades,negative,negative,1,2,0.7777774
2000222,2022-06-15 04:12:00,2022-06-01,Finally understood calculus and feeling great!,positive,positive,0,3,0.85183954
2000223,2021-08-21 05:11:00,2021-08-01,Reviewing geometry notes,neutral,neutral,0,8,0.7777771
2000224,2022-09-07 02:31:00,2022-09-01,Math class is scheduled at 2pm,neutral,neutral,0,8,0.7036818
2000225,2023-01-03 08:18:00,2023-01-01,Feeling stressed before my algebra exam,negative,negative,1,2,0.8222145
2000226,2021-12-30 17:02:00,2021-12-01,"Failed my math test again, so frustrated",negative,negative,1,7,0.7037036
2000227,2023-02-23 18:04:00,2023-02-01,Math class is scheduled at 2pm,neutral,neutral,0,8,0.7036821
2000228,2024-04-21 20:12:00,2024-04-01,Panic sets in every time I open my math textbook,negative,negative,1,6,0.87301576
2000229,2023-12-11 04:46:00,2023-12-01,Math is challenging but I love it,positive,positive,0,0,0.70370215
2000230,2023-02-28 15:00:00,2023-02-01,My brain freezes when I see math problems,negative,negative,1,7,0.7777544
2000231,2022-01-02 04:00:00,2022-01-01,Practicing some math exercises,neutral,neutral,0,5,0.70369947
2000232,2022-09-21 12:38:00,2022-09-01,Panic sets in every time I open my math textbook,negative,negative,1,6,0.87301576
2000233,2023-10-25 02:13:00,2023-10-01,Math anxiety is ruining my grades,negative,negative,1,2,0.7777774
2000234,2021-07-13 12:44:00,2021-07-01,Completely lost in statistics class,negative,negative,1,1,0.82220715
2000235,2024-10-23 16:00:00,2024-10-01,Solved 5 problems in my math workbook,neutral,neutral,0,6,0.7777595
2000236,2024-03-10 10:49:00,2024-03-01,Practicing some math exercises,neutral,neutral,0,5,0.70369786
2000237,2023-09-26 06:30:00,2023-09-01,Why is trigonometry so hard?,negative,negative,1,0,0.7777777
2000238,2022-01-06 16:01:00,2022-01-01,Panic sets in every time I open my math textbook,negative,negative,1,6,0.87301576
2000239,2024-08-12 16:10:00,2024-08-01,Feeling stressed before my algebra exam,negative,negative,1,2,0.82221353
2000240,2023-12-15 10:01:00,2023-12-01,Enjoying solving complex equations,positive,positive,0,1,0.822142
2000241,2024-09-02 03:46:00,2024-09-01,Learning math makes me feel accomplished,positive,positive,0,2,0.8222204
2000242,2021-10-20 22:28:00,2021-10-01,Solved 5 problems in my math workbook,neutral,neutral,0,6,0.77775896
2000243,2021-01-16 01:24:00,2021-01-01,Practicing some math exercises,neutral,neutral,0,5,0.7036994
2000244,2023-03-30 22:33:00,2023-03-01,Practicing some math exercises,neutral,neutral,0,5,0.7036978
2000245,2023-09-01 19:30:00,2023-09-01,My brain freezes when I see math problems,negative,negative,1,7,0.7777557
2000246,2022-11-16 13:35:00,2022-11-01,Going over my statistics assignment,neutral,neutral,0,5,0.70369345
2000247,2024-07-15 23:59:00,2024-07-01,I can't handle these equations anymore,negative,negative,1,4,0.8222216
2000248,2023-05-23 16:46:00,2023-05-01,Reviewing geometry notes,neutral,neutral,0,8,0.7777771
2000249,2024-07-25 03:14:00,2024-07-01,Solved 5 problems in my math workbook,neutral,neutral,0,6,0.77775794
2000250,2021-04-04 03:24:00,2021-04-01,Working on some algebra problems,neutral,neutral,0,4,0.77775896
2000251,2023-11-17 20:59:00,2023-11-01,Working on some algebra problems,neutral,neutral,0,4,0.7777583
2000252,2022-10-02 16:01:00,2022-10-01,This math homework is giving me a headache,negative,negative,1,3,0.77777743
2000253,2021-04-04 03:47:00,2021-04-01,Proud of my progress in math class,positive,positive,0,1,0.7777709
2000254,2022-04-16 04:54:00,2022-04-01,I can't handle these equations anymore,negative,negative,1,4,0.8222216
2000255,2023-08-09 17:00:00,2023-08-01,Solved 5 problems in my math workbook,neutral,neutral,0,6,0.7777606
2000256,2024-10-18 12:39:00,2024-10-01,Why is trigonometry so hard?,negative,negative,1,0,0.7777777
2000257,2022-06-24 20:20:00,2022-06-01,Solved 5 problems in my math workbook,neutral,neutral,0,6,0.7777577
2000258,2021-03-28 20:34:00,2021-03-01,Going over my statistics assignment,neutral,neutral,0,5,0.7036933
2000259,2023-04-14 12:47:00,2023-04-01,Learning about derivatives and integrals,neutral,neutral,0,2,0.7777773
2000260,2021-02-09 16:51:00,2021-02-01,This math homework is giving me a headache,negative,negative,1,3,0.77777743
